SEMA-Sözeri-1030526724-3,997-9-1-2-K
HAYAL-Hakyemez-1030525546-1,126-7104-1789-2-K
FAZLI-Topaloğlu-1030527118-1,126-7105-1790-2-E
ABDULLAH-Berberoğlu-1030526307-1,125-7108-1791-2-E
EMİNE-Hamzaoğlu-1030526331-1,125-7109-1792-2-K
EDA-Çörekçi-1030526390-1,124-7112-1793-2-K
MURAT-Çetiner-1030525257-1,121-7123-1794-2-E
SAMİ-Bademci-1030526032-1,12-7124-1795-2-E
ARİF-Kocabıyık-1030526191-1,116-7131-1796-2-E
FAHRİ-Öztonga-1030527380-1,115-7132-1797-2-E
DOĞAN-Yazıcı-1030525638-1,114-7134-1798-2-E
EMRULLAH-Gönültaş-1030526620-1,114-7135-1799-2-E
SEMİH-Tokatlıoğlu-1030526830-1,113-7139-1800-2-E
ALP-Özdoğan-1030526578-1,112-7141-1801-2-E
SEVİL-Kumcuoğlu-1030527184-1,111-7144-1802-2-K
AYFER-Kahveci-1030525974-1,11-7146-1803-2-K
ECE-Kaya -1030527237-1,109-7148-1804-2-K
FULYA-Mayhoş-1030527433-1,108-7151-1805-2-K
VEYSEL-Özdoğan-1030525880-1,104-7158-1806-2-E
HİKMET-Düşenkalkar-1030526640-1,104-7159-1807-2-E
ESAT-Akışık-1030526176-1,103-7162-1808-2-E
MAHMURE-Sözeri-1030527424-1,101-7166-1809-2-K
NEŞE-Önür-1030525021-1,099-7170-1810-2-K
ALMİLA-Yalçın-1030527028-1,099-7171-1811-2-K
AHENK-Nalbantoğlu-1030527282-1,098-7174-1812-2-K
HANDAN-Yılmazer-1030526016-1,092-7187-1813-2-K
HAYAT-Keseroğlu-1030526756-1,092-7188-1814-2-K
RABİA-Kurutluoğlu-1030526917-1,091-7190-1815-2-K
EYÜP-Duygulu-1030527373-1,091-7191-1816-2-E
EMRE-Ertepınar-1030525801-1,09-7192-1817-2-E
ECE-Tanrıkulu-1030525050-1,089-7197-1818-2-K
ŞEYDA-Özbey-1030526887-1,089-7198-1819-2-K
TEVFİK-Tekelioğlu-1030526491-1,085-7201-1820-2-E
VEHBİ-Öztuna-1030526233-1,083-7204-1821-2-E
HÜSAMEDDİN-Avan-1030525501-1,081-7206-1822-2-E
SİNAN-Yıldızoğlu-1030526272-1,081-7207-1823-2-E
DESTAN-Tekand-1030525435-1,08-7210-1824-2-K
VEYSEL-Akgül-1030525593-1,08-7211-1825-2-E
OKTAY-Yıldızoğlu-1030527260-1,076-7219-1826-2-E
MELİSA-Çevik-1030525563-1,075-7223-1827-2-K
GÜNER-Körmükçü-1030527341-1,075-7224-1828-2-K
TAHA-Erçetin-1030525466-1,072-7229-1829-2-E
DOĞAN-Uluhan-1030526697-1,072-7230-1830-2-E
CEREN-Önür-1030525754-1,071-7236-1831-2-K
SAİD-Biçer-1030525030-1,067-7242-1832-2-E
YUNUSHAN-Körmükçü-1030526203-1,067-7243-1833-2-E
HABİBE-Yılmazer-1030525123-1,066-7246-1834-2-K
EKREM-Önür-1030525579-1,066-7247-1835-2-E
BİLGEHAN-Küçükler-1030526405-1,066-7248-1836-2-K
EMİNE-Akaydın-1030525893-1,063-7254-1837-2-K
PINAR-Durak -1030526600-1,057-7267-1838-2-K
DOĞUKAN-Hamzaoğlu-1030527243-1,056-7268-1839-2-E
DERYA-Balaban-1030526143-1,055-7272-1840-2-K
GÜLNAZ-Körmükçü-1030527204-1,048-7292-1841-2-K
CAFER-Ekici-1030526874-1,043-7302-1842-2-E
SEFANUR-Kulaksızoğlu-1030526341-1,041-7304-1843-2-K
ERSİN-Özdoğan-1030526630-1,041-7305-1844-2-E
ELİF-Pektemek-1030526711-1,04-7309-1845-2-K
RECEP-Babacan-1030525165-1,038-7315-1846-2-E
ŞEVVAL-Erbay-1030525635-1,038-7316-1847-2-K
DİLEK-Baturalp-1030525535-1,037-7319-1848-2-K
AÇELYA-Polat-1030525221-1,035-7325-1849-2-K
CAFER-Ilıcalı-1030526572-1,033-7329-1850-2-E
MEHMET-Polat-1030525584-1,032-7332-1851-2-E
ALİ-Sarıoğlu-1030525752-1,031-7334-1852-2-E
HALDUN-Tokatlıoğlu-1030526727-1,028-7339-1853-2-E
MEMDUH-Poyrazoğlu-1030527400-1,028-7340-1854-2-E
NURAN-Kaya -1030526701-1,027-7344-1855-2-K
NESLİHAN-Orbay-1030526485-1,025-7346-1856-2-K
AYŞEGÜL-Öztonga-1030527328-1,025-7347-1857-2-K
EDA-Aclan-1030526721-1,023-7351-1858-2-K
DOĞAN-Erginsoy-1030527301-1,022-7353-1859-2-E
SULTAN-Sepetçi-1030525400-1,013-7370-1860-2-K
GÜLBEN-Kahveci-1030525088-1,009-7378-1861-2-K
AYFER-Elmastaşoğlu-1030526353-1,009-7379-1862-2-K
CENGİZ-Kunter-1030525737-1,008-7382-1863-2-E
ADEM-Akman-1030526961-1,008-7383-1864-2-E
ECEM-Günday-1030525208-1,006-7386-1865-2-K
GONCA-Kaya -1030526195-1,006-7387-1866-2-K
BÜŞRA-Türkdoğan-1030527094-1,006-7388-1867-2-K
ESEN-Demirbaş-1030525985-1,005-7390-1868-2-K
SEYİT-Karadaş-1030526978-1,005-7391-1869-2-E
HALDUN-Günday-1030526854-1,004-7395-1870-2-E
BAKİ-Çevik-1030525142-1,003-7398-1871-2-E
TAHA-Kurutluoğlu-1030526856-1,003-7399-1872-2-E
EMRE-Koç-1030525100-0,997-7411-1873-2-E
ORHAN-Erkekli-1030525633-0,99-7434-1874-2-E
AHSEN-Ayverdi-1030526256-0,99-7435-1875-2-K
ÇAĞLAR-Paksüt-1030525782-0,989-7438-1876-2-E
AYŞE-Eronat-1030526528-0,984-7447-1877-2-K
DURAN-Duygulu-1030525190-0,983-7449-1878-2-E
CENGİZ-Özdenak-1030526971-0,982-7453-1879-2-E
BERKAN-Aşıkoğlu-1030526538-0,98-7457-1880-2-E
ELÇİN-Doğan -1030527180-0,977-7467-1881-2-K
SULTAN-Sezek-1030526710-0,972-7476-1882-2-K
SERDAR-Özdoğan-1030525868-0,97-7479-1883-2-E
HALUK-Topçuoğlu-1030526246-0,97-7480-1884-2-E
HAYAL-Alyanak-1030526396-0,968-7485-1885-2-K
ADEM-Tokgöz-1030526415-0,966-7489-1886-2-E
ŞEYMA-Mayhoş-1030525312-0,958-7507-1887-2-K
ALP-Yıldırım -1030525220-0,957-7510-1888-2-E
DERVİŞ-Pekkan-1030527188-0,956-7514-1889-2-E
DİDEM-Eronat-1030526159-0,954-7520-1890-2-K
EMİR-Kılıççı-1030526184-0,946-7537-1891-2-E
İDİL-Ertepınar-1030526339-0,944-7544-1892-2-K
CEREN-Samancı-1030525425-0,943-7547-1893-2-K
KADİR-Ilıcalı-1030525091-0,942-7550-1894-2-E
EREN-Ağaoğlu-1030527061-0,939-7558-1895-2-E
İDİL-Beşok-1030525023-0,938-7562-1896-2-K
ŞAHİN-Sinanoğlu-1030527048-0,937-7565-1897-2-E
HALİL-Özbey-1030526511-0,935-7569-1898-2-E
SIRRI-Taşçı-1030525740-0,933-7577-1899-2-E
MERT-Topaloğlu-1030527117-0,933-7578-1900-2-E
VOLKAN-Balaban-1030527407-0,93-7584-1901-2-E
HACI-Akay-1030525800-0,928-7586-1902-2-E
HÜSEYİN-Mayhoş-1030527274-0,928-7587-1903-2-E
KALENDER-Doğan -1030525614-0,927-7588-1904-2-E
ÇAĞLAR-Adıvar-1030526295-0,927-7589-1905-2-E
GÜLDİDE-Alyanak-1030527491-0,927-7590-1906-2-K
GÖKÇE-Ertürk-1030525040-0,926-7595-1907-2-K
İDİL-Çamdalı-1030526070-0,926-7596-1908-2-K
VOLKAN-Ertürk-1030526894-0,925-7597-1909-2-E
YÜSRA-Bademci-1030526178-0,922-7608-1910-2-K
FAHRİ-Erkekli-1030527494-0,921-7611-1911-2-E
SEYYİD-Çetiner-1030526140-0,918-7614-1912-2-E
ADEM-Alpuğan-1030525843-0,916-7621-1913-2-E
TAHSİN-Kunt-1030527473-0,916-7622-1914-2-E
EFE-Solmaz-1030525274-0,91-7628-1915-2-E
SEFANUR-Akar -1030526864-0,91-7629-1916-2-K
FATİH-Tunaboylu-1030525935-0,908-7636-1917-2-E
EYŞAN-Akay-1030525022-0,906-7638-1918-2-K
HİLAL-Karadaş-1030525562-0,906-7639-1919-2-K
DURAN-Bademci-1030526629-0,906-7640-1920-2-E
BERKAN-Yeşilkaya-1030525013-0,905-7644-1921-2-E
ERSİN-Samancı-1030525249-0,905-7645-1922-2-E
DEMET-Türkdoğan-1030525313-0,905-7646-1923-2-K
ÇETİN-Erkekli-1030526551-0,902-7650-1924-2-E
FEYZA-Toraman-1030525093-0,9-7658-1925-2-K
GÖKÇE-Akbulut-1030525037-0,899-7661-1926-2-K
ASLI-Kunter-1030525188-0,898-7666-1927-2-K
SEÇİL-Sepetçi-1030526199-0,898-7667-1928-2-K
SEMA-Karadaş-1030526486-0,897-7669-1929-2-K
ENİSE-Menemencioğlu-1030527276-0,895-7675-1930-2-K
ŞEYMA-Toraman-1030527299-0,895-7676-1931-2-K
YONCA-Öztonga-1030526375-0,892-7685-1932-2-K
RABİA-Bolatlı-1030525516-0,888-7692-1933-2-K
CANSEL-Çetiner-1030527195-0,888-7693-1934-2-K
SELİM-Hamzaoğlu-1030527311-0,888-7694-1935-2-E
CENGİZ-Çağıran-1030526558-0,884-7701-1936-2-E
METEHAN-Okur-1030525834-0,883-7703-1937-2-E
NAZİFE-Yalçın-1030527378-0,881-7705-1938-2-K
GİZEM-Kahveci-1030526788-0,88-7706-1939-2-K
NİHAL-Ilıcalı-1030527173-0,88-7707-1940-2-K
NEHİR-Aclan-1030526901-0,878-7713-1941-2-K
EMİNE-Karadaş-1030526227-0,875-7720-1942-2-K
BÜLENT-Egeli-1030527388-0,873-7722-1943-2-E
GÜL-Akyüz-1030527069-0,872-7728-1944-2-K
FAHRİ-Akay-1030527101-0,866-7737-1945-2-E
KADİR-Özdoğan-1030526355-0,863-7743-1946-2-E
SUZAN-Öymen-1030527199-0,862-7745-1947-2-K
DİLEK-Günday-1030527270-0,86-7748-1948-2-K
CANTEKİN-Özdenak-1030525693-0,854-7760-1949-2-E
UĞUR-Erdoğan-1030527130-0,854-7761-1950-2-E
AHENK-Nalbantoğlu-1030527304-0,854-7762-1951-2-K
ARİF-Akbulut-1030526507-0,853-7765-1952-2-E
BERFİN-Tütüncü-1030526919-0,853-7766-1953-2-K
AYŞE-Durak -1030526435-0,852-7767-1954-2-K
HAYAL-Karabulut-1030527392-0,852-7768-1955-2-K
EKREM-Erkekli-1030525900-0,851-7773-1956-2-E
DENİZ-Mayhoş-1030526532-0,851-7774-1957-2-K
VEYSEL-Okur-1030526351-0,849-7779-1958-2-E
CANTEKİN-Nalbantoğlu-1030526229-0,844-7785-1959-2-E
NERGİS-Limoncuoğlu-1030527425-0,844-7786-1960-2-K
DOĞAN-Baykam-1030527011-0,841-7793-1961-2-E
DENİZ-Özdenak-1030525545-0,84-7799-1962-2-E
BAYRAM-Akman-1030526326-0,839-7800-1963-2-E
DENİZ-Karaer-1030526260-0,838-7802-1964-2-E
MECNUN-Gönültaş-1030525110-0,837-7806-1965-2-E
MUHAMMED-Ilıcalı-1030527271-0,835-7812-1966-2-E
EMİR-Doğan -1030525240-0,833-7818-1967-2-E
AHU-Karaböcek-1030525421-0,826-7832-1968-2-K
CUMA-Uluhan-1030525573-0,823-7838-1969-2-E
ALİME-Kulaksızoğlu-1030526030-0,823-7839-1970-2-K
PELİN-Samancı-1030527347-0,822-7842-1971-2-K
FATİH-Abadan-1030526316-0,821-7845-1972-2-E
CAFER-Kıraç -1030525095-0,82-7848-1973-2-E
TAHSİN-Doğan -1030526426-0,82-7849-1974-2-E
YASEMİN-Tunaboylu-1030525169-0,818-7857-1975-2-K
HAZAN-Akgül-1030526771-0,818-7858-1976-2-K
ÇAĞRI-Özdoğan-1030527474-0,817-7862-1977-2-E
GONCA-Kocabıyık-1030525370-0,814-7868-1978-2-K
ERTUĞRUL-Eronat-1030525577-0,812-7871-1979-2-E
DİLAVER-Yetkiner-1030526914-0,806-7883-1980-2-E
FAZIL-Dizdar -1030525558-0,804-7886-1981-2-E
NEŞE-Yıldırım -1030525456-0,802-7891-1982-2-K
MURAT-Ayverdi-1030526266-0,797-7901-1983-2-E
SEMA-Ayverdi-1030526427-0,795-7908-1984-2-K
GÜRBÜZ-Akgül-1030527148-0,793-7917-1985-2-E
ŞEYMA-Pektemek-1030526380-0,791-7922-1986-2-K
UĞUR-Ilıcalı-1030525771-0,789-7926-1987-2-E
HASAN-Yıldırım -1030525958-0,787-7931-1988-2-E
BAYRAM-Koçyiğit-1030525113-0,786-7935-1989-2-E
UMUT-Süleymanoğlu-1030525433-0,784-7939-1990-2-E
KÜRŞAD-Erkekli-1030525500-0,784-7940-1991-2-E
GİZEM-Numanoğlu-1030525824-0,784-7941-1992-2-K
HİKMET-Çatalbaş-1030525507-0,782-7945-1993-2-E
NERGİS-Özbey-1030526837-0,782-7946-1994-2-K
ALPEREN-Kulaksızoğlu-1030525540-0,779-7958-1995-2-E
AŞİYAN-Duygulu-1030526108-0,779-7959-1996-2-K
HÜSEYİN-Alpuğan-1030526563-0,776-7963-1997-2-E
GÜNER-Öymen-1030526907-0,776-7964-1998-2-K
FERDANE-Korol-1030526467-0,775-7969-1999-2-K
SELİM-Tekelioğlu-1030525491-0,774-7970-2000-2-E
HİLMİ-Balaban-1030525714-0,774-7971-2001-2-E
SELİN-Karaböcek-1030526786-0,774-7972-2002-2-K
ALİ-Tokatlıoğlu-1030525311-0,773-7974-2003-2-E
TEVFİK-Tütüncü-1030526153-0,772-7977-2004-2-E
TAYFUN-Tunçeri-1030526803-0,772-7978-2005-2-E
AKIN-Köybaşı-1030526743-0,771-7979-2006-2-E
CUMAALİ-Yıldızoğlu-1030525689-0,769-7985-2007-2-E
GÜLDİDE-Alnıaçık-1030527074-0,769-7986-2008-2-K
HAZAN-Tuğluk-1030525869-0,768-7987-2009-2-K
MEHTAP-Kıraç -1030525590-0,767-7991-2010-2-K
DENİZ-Öymen-1030525049-0,765-7998-2011-2-E
GÜLDESTE-Aykaç-1030526135-0,765-7999-2012-2-K
ALPEREN-Akal-1030525463-0,763-8005-2013-2-E
İPEK-Yetkiner-1030526290-0,761-8010-2014-2-K
SEMİH-Kahveci-1030525703-0,758-8014-2015-2-E
RUKİYE-Yeşilkaya-1030525374-0,757-8017-2016-2-K
ENES-Polat-1030526312-0,757-8018-2017-2-E
CEM-Çamdalı-1030527200-0,756-8022-2018-2-E
HİLMİ-Kavaklıoğlu-1030525923-0,754-8028-2019-2-E
HAKAN-Demirbaş-1030526010-0,752-8034-2020-2-E
BERAT-Doğan -1030526850-0,749-8040-2021-2-E
BEGÜM-Kasapoğlu-1030525728-0,745-8043-2022-2-K
NAZ-Koçyiğit-1030525133-0,744-8044-2023-2-K
GÖNÜL-Samancı-1030526779-0,742-8048-2024-2-K
AKIN-Tekand-1030527125-0,737-8061-2025-2-E
CAFER-Kuzucu-1030525079-0,735-8067-2026-2-E
FADİME-Akyüz-1030527049-0,732-8071-2027-2-K
ŞEYMANUR-Sarıoğlu-1030525890-0,726-8081-2028-2-K
ILGIN-Çetiner-1030525548-0,724-8083-2029-2-K
SERDAR-Arslanoğlu-1030526714-0,724-8084-2030-2-E
SULTAN-Özberk-1030527292-0,722-8086-2031-2-K
DİDEM-Yetkiner-1030525873-0,719-8092-2032-2-K
ALİSA-Topçuoğlu-1030526634-0,717-8098-2033-2-K
ÇAĞLAR-Adan-1030525570-0,716-8101-2034-2-E
ATAKAN-Egeli-1030526659-0,716-8102-2035-2-E
BAHADIR-Ertürk-1030525760-0,714-8108-2036-2-E
ERTUĞRUL-Kutlay-1030526089-0,713-8111-2037-2-E
FAHRİ-Karaer-1030526495-0,713-8112-2038-2-E
DERVİŞ-Alnıaçık-1030525264-0,709-8117-2039-2-E
GÖKHAN-Toraman-1030525365-0,709-8118-2040-2-E
SEFA-Mayhoş-1030526352-0,706-8129-2041-2-E
GONCA-Doğan -1030527265-0,706-8130-2042-2-K
ALP-Sezek-1030525884-0,705-8132-2043-2-E
CANSEL-Karaer-1030527236-0,703-8134-2044-2-K
ANIL-Dalkıran-1030525290-0,702-8135-2045-2-E
SEFANUR-Okur-1030525655-0,7-8136-2046-2-K
HATİCE-Demirbaş-1030526248-0,696-8149-2047-2-K
AYFER-Koç-1030527022-0,694-8153-2048-2-K
İZZET-Tekelioğlu-1030525440-0,692-8159-2049-2-E
BURAK-Akgül-1030526448-0,692-8160-2050-2-E
DAMLA-Limoncuoğlu-1030526458-0,692-8161-2051-2-K
SULTAN-Demirbaş-1030525105-0,691-8164-2052-2-K
SEMA-Ozansoy-1030525284-0,689-8167-2053-2-K
HALDUN-Karaer-1030527147-0,687-8173-2054-2-E
FAZLI-Akal-1030525283-0,686-8178-2055-2-E
ADİLE-Yılmazer-1030527457-0,686-8179-2056-2-K
CEM-Adan-1030525186-0,685-8181-2057-2-E
HÜSAMEDDİN-Aşıkoğlu-1030526392-0,685-8182-2058-2-E
VEYSEL-Karaböcek-1030526261-0,684-8183-2059-2-E
AHENK-Ilıcalı-1030525072-0,683-8189-2060-2-K
BİLGEHAN-Kunter-1030527297-0,683-8190-2061-2-K
CAN-Çamdalı-1030526746-0,682-8193-2062-2-E
DESTAN-Akgül-1030525461-0,678-8208-2063-2-K
GONCA-Öztuna-1030526873-0,671-8218-2064-2-K
SİNAN-Hakyemez-1030525993-0,669-8223-2065-2-E
GAYE-Avan-1030527042-0,667-8225-2066-2-K
ENİSE-Tunçeri-1030526322-0,665-8228-2067-2-K
EYLÜL-Ilıcalı-1030527231-0,663-8231-2068-2-K
CEM-Kunter-1030525173-0,659-8242-2069-2-E
İREM-Avan-1030525245-0,659-8243-2070-2-K
ECEM-Düşenkalkar-1030527187-0,659-8244-2071-2-K
TALHA-Yalçın-1030526018-0,658-8245-2072-2-E
YÜSRA-Koyuncu-1030525592-0,657-8246-2073-2-K
AYFER-Önür-1030526781-0,656-8248-2074-2-K
TUĞRAN-Poyrazoğlu-1030526410-0,655-8252-2075-2-E
NEHİR-Elmastaşoğlu-1030525572-0,648-8266-2076-2-K
HAKKI-Sadıklar-1030526834-0,644-8274-2077-2-E
AYSU-Kutlay-1030525354-0,643-8277-2078-2-K
BAKİ-Kunter-1030525820-0,642-8281-2079-2-E
DAMLA-Akbulut-1030525894-0,64-8284-2080-2-K
TUĞÇE-Yıldırım -1030526172-0,638-8288-2081-2-K
ÇINAR-Doğan -1030527196-0,637-8292-2082-2-E
AFŞIN-Kurutluoğlu-1030527475-0,637-8293-2083-2-E
ESAT-Kaplangı-1030525878-0,633-8303-2084-2-E
GÜLDESTE-Tunaboylu-1030525855-0,631-8312-2085-2-K
BERFİN-Özgörkey-1030526377-0,631-8313-2086-2-K
YILDIZ-Öymen-1030526749-0,631-8314-2087-2-K
HAYAT-Kunt-1030525020-0,63-8316-2088-2-K
MAHMURE-Özdoğan-1030527280-0,63-8317-2089-2-K
DAMLA-Beşerler-1030525171-0,629-8319-2090-2-K
ÇETİN-Bademci-1030526965-0,629-8320-2091-2-E
ÇİLENAY-Özkara-1030527403-0,627-8321-2092-2-K
UTKU-Erkekli-1030526984-0,624-8327-2093-2-E
EREN-Uluhan-1030525683-0,622-8333-2094-2-E
DİLAN-Günday-1030526631-0,622-8334-2095-2-K
BÜLENT-Kaplangı-1030526469-0,621-8335-2096-2-E
ORHAN-Özbey-1030527080-0,618-8348-2097-2-E
NURAN-Poçan-1030525194-0,617-8351-2098-2-K
EMİNE-Akyürek-1030527175-0,614-8357-2099-2-K
ECEM-Kılıççı-1030526267-0,611-8366-2100-2-K
RÜMEYSA-Günday-1030526884-0,609-8370-2101-2-K
ŞERİFE-Velioğlu-1030526343-0,604-8383-2102-2-K
EKREM-Menemencioğlu-1030526899-0,603-8387-2103-2-E
PERİHAN-Ayverdi-1030525398-0,6-8395-2104-2-K
ÇİCEK-Denkel-1030525523-0,6-8396-2105-2-K
CEYLAN-Ekici-1030526144-0,6-8397-2106-2-K
İDİL-Öztonga-1030525732-0,599-8401-2107-2-K
ÖZKAN-Mayhoş-1030525550-0,597-8404-2108-2-E
CAFE-Erberk-1030525783-0,597-8405-2109-2-E
MURAT-Akışık-1030526192-0,596-8407-2110-2-E
NELİS-Erginsoy-1030525474-0,595-8409-2111-2-K
İZZET-Kaya -1030526932-0,594-8412-2112-2-E
HAZİM-Ağaoğlu-1030526924-0,593-8414-2113-2-E
ŞULE-Uluhan-1030526951-0,593-8415-2114-2-K
RÜMEYSA-Polat-1030526007-0,589-8424-2115-2-K
MİHRİBAN-Kıraç -1030525263-0,587-8430-2116-2-K
CAFER-Sadıklar-1030527031-0,587-8431-2117-2-E
İHSAN-Karaer-1030526146-0,586-8436-2118-2-E
ALMİLA-Topçuoğlu-1030525943-0,584-8440-2119-2-K
GÜNAY-Öztonga-1030525805-0,583-8441-2120-2-K
BÜLENT-Ozansoy-1030526198-0,579-8451-2121-2-E
TUĞBA-Düşenkalkar-1030525757-0,577-8454-2122-2-K
HAKKI-Kahveci-1030525237-0,576-8456-2123-2-E
CANSU-Pekkan-1030527018-0,573-8463-2124-2-K
EYÜP-Ertürk-1030525734-0,571-8472-2125-2-E
ŞERİFE-Hamzaoğlu-1030525598-0,57-8475-2126-2-K
NERGİS-Kılıççı-1030525713-0,569-8478-2127-2-K
DERVİŞ-Küçükler-1030525673-0,568-8479-2128-2-E
HATİCE-Tanrıkulu-1030527153-0,568-8480-2129-2-K
LEYLA-Kahveci-1030526043-0,566-8482-2130-2-K
RESUL-Polat-1030526471-0,564-8486-2131-2-E
HALUK-Sinanoğlu-1030527241-0,564-8487-2132-2-E
KEREM-Akaydın-1030526653-0,562-8491-2133-2-E
GÜLNAZ-Tahincioğlu-1030525615-0,561-8496-2134-2-K
DOĞAN-Gönültaş-1030525357-0,56-8498-2135-2-E
SUZAN-Orbay-1030526034-0,56-8499-2136-2-K
ENES-Öztonga-1030526414-0,56-8500-2137-2-E
BAŞAK-Tuğlu-1030526323-0,559-8501-2138-2-K
ERTUĞRUL-Kocabıyık-1030526848-0,559-8502-2139-2-E
TUĞRAN-Elmastaşoğlu-1030526744-0,558-8505-2140-2-E
MUHAMMED-Ekşioğlu-1030526443-0,557-8506-2141-2-E
FAZLI-Atan-1030527076-0,553-8516-2142-2-E
SİBEL-Ozansoy-1030525541-0,552-8521-2143-2-K
YASEMİN-Uluhan-1030526237-0,552-8522-2144-2-K
TUĞBA-Korol-1030525305-0,551-8526-2145-2-K
EDA-Doğan -1030527192-0,55-8529-2146-2-K
YELİZ-Adan-1030525068-0,544-8543-2147-2-K
FATİH-Ekşioğlu-1030527222-0,544-8544-2148-2-E
HAKKI-Hakyemez-1030525469-0,542-8548-2149-2-E
ÖZGÜR-Solmaz-1030525948-0,542-8549-2150-2-E
SENEM-Poçan-1030527193-0,542-8550-2151-2-K
BERAT-Özkara-1030525608-0,54-8556-2152-2-E
MECNUN-Aykaç-1030526157-0,54-8557-2153-2-E
HÜMEYRA-Solmaz-1030527366-0,538-8559-2154-2-K
FİDAN-Başoğlu-1030526163-0,536-8562-2155-2-K
CAN-Bakırcıoğlu-1030526204-0,536-8563-2156-2-E
BİLGE-Evliyaoğlu-1030525908-0,535-8566-2157-2-K
CEREN-Çapanoğlu-1030526639-0,534-8570-2158-2-K
AYSU-Sezek-1030525332-0,533-8572-2159-2-K
FERİHA-Öztuna-1030526241-0,533-8573-2160-2-K
NİHAL-Berberoğlu-1030525779-0,532-8577-2161-2-K
GONCA-Arslanoğlu-1030525151-0,53-8579-2162-2-K
ŞERİFE-Ertepınar-1030525729-0,527-8587-2163-2-K
SERDAR-Orbay-1030525032-0,525-8589-2164-2-E
TUĞÇE-Aybar-1030526117-0,52-8601-2165-2-K
BEGÜM-Çetiner-1030525244-0,519-8605-2166-2-K
ÇINAR-Akgül-1030525913-0,519-8606-2167-2-E
YÜSRA-Ağaoğlu-1030526557-0,519-8607-2168-2-K
DİLRUBA-Baykam-1030527025-0,519-8608-2169-2-K
VEHBİ-Türkdoğan-1030525828-0,518-8610-2170-2-E
NERGİS-Öztonga-1030527104-0,517-8613-2171-2-K
MEMDUH-Polat-1030525730-0,514-8622-2172-2-E
BURAK-Düşenkalkar-1030527016-0,514-8623-2173-2-E
SEDA-Samancı-1030525459-0,513-8625-2174-2-K
AÇELYA-Ertepınar-1030525450-0,51-8633-2175-2-K
KÜRŞAD-Yalçın-1030526585-0,509-8635-2176-2-E
HALDUN-Gönültaş-1030526587-0,509-8636-2177-2-E
PELİN-Ertepınar-1030525645-0,508-8638-2178-2-K
BUĞRA-Yıldırım -1030526130-0,505-8643-2179-2-E
SAİD-Öymen-1030525489-0,502-8653-2180-2-E
GİZEM-Akyüz-1030527023-0,501-8656-2181-2-K
MELİKE-Körmükçü-1030525109-0,5-8661-2182-2-K
EMRAH-Ilıcalı-1030527111-0,5-8662-2183-2-E
VOLKAN-Orbay-1030526657-0,499-8668-2184-2-E
ÇAĞRI-Erbay-1030527321-0,493-8687-2185-2-E
ONUR-Nalbantoğlu-1030525007-0,49-8691-2186-2-E
FAZLI-Alnıaçık-1030525798-0,487-8698-2187-2-E
DİLAVER-Topaloğlu-1030527154-0,486-8700-2188-2-E
ÇAĞRI-Paksüt-1030527093-0,482-8705-2189-2-E
GÖNÜL-Paksüt-1030526238-0,481-8708-2190-2-K
OSMAN-Uluhan-1030527479-0,478-8713-2191-2-E
ÇAĞATAY-Limoncuoğlu-1030527353-0,477-8715-2192-2-E
SEFA-Aclan-1030526183-0,476-8720-2193-2-E
GÖKHAN-Ertürk-1030526376-0,468-8739-2194-2-E
ŞEYMA-Toraman-1030525316-0,467-8741-2195-2-K
ORHAN-Karaer-1030526045-0,466-8744-2196-2-E
ALİSA-Akman-1030526499-0,466-8745-2197-2-K
HAYAL-Eronat-1030526681-0,465-8749-2198-2-K
BEKİR-Topaloğlu-1030527161-0,465-8750-2199-2-E
SULTAN-Pekkan-1030525117-0,464-8756-2200-2-K
ESRA-Ilıcalı-1030527123-0,461-8766-2201-2-K
ECE-Koçyiğit-1030527409-0,461-8767-2202-2-K
İLYA-Erdoğan-1030526044-0,459-8772-2203-2-K
ESRA-Karabulut-1030525243-0,458-8778-2204-2-K
CİVAN-Adal-1030525000-0,457-8779-2205-2-E
İNCİ-Erginsoy-1030527032-0,457-8780-2206-2-K
İREM-Akay-1030525152-0,455-8785-2207-2-K
FAİK-Özgörkey-1030526077-0,453-8789-2208-2-E
OSMAN-Velioğlu-1030527442-0,453-8790-2209-2-E
CAFE-Tüzün-1030525052-0,452-8791-2210-2-E
MÜCAHİD-Erberk-1030526814-0,452-8792-2211-2-E
TUĞRAN-Akışık-1030526324-0,445-8805-2212-2-E
SEVDE-Alpuğan-1030526476-0,445-8806-2213-2-K
YAHYA-Koç-1030525146-0,439-8824-2214-2-E
MECNUN-Beşerler-1030526171-0,438-8828-2215-2-E
ABDURRAHMAN-Tokatlıoğlu-1030526982-0,437-8830-2216-2-E
CEM-Akışık-1030525994-0,436-8831-2217-2-E
FAZLI-Nalbantoğlu-1030526767-0,436-8832-2218-2-E
DİDEM-Özdoğan-1030525251-0,434-8838-2219-2-K
TALHA-Taşçı-1030525094-0,433-8841-2220-2-E
FATİH-Türkdoğan-1030525429-0,433-8842-2221-2-E
FERHAN-Tokgöz-1030525404-0,431-8843-2222-2-K
BİLGE-Babaoğlu-1030525631-0,431-8844-2223-2-K
EMRE-Kumcuoğlu-1030525141-0,43-8846-2224-2-E
CAFER-Nebioğlu-1030525903-0,426-8854-2225-2-E
ANIL-Bademci-1030525682-0,425-8857-2226-2-E
AHENK-Ertürk-1030527385-0,421-8865-2227-2-K
