GAMZE-Özbir-1030524731-4-1-1-3-K
CANSEL-Polat-1030522756-3,999-3-2-3-K
GÜLNAZ-Alnıaçık-1030522726-1,097-7176-1776-3-K
BUSE-Durak -1030523633-1,096-7177-1777-3-K
HAKKI-Uca-1030523746-1,096-7178-1778-3-E
SAİD-Türkdoğan-1030524342-1,096-7179-1779-3-E
İPEK-Köybaşı-1030522603-1,095-7180-1780-3-K
DİDEM-Tokatlıoğlu-1030522822-1,089-7195-1781-3-K
SEFA-Durmaz-1030524330-1,089-7196-1782-3-E
TAHA-Adal-1030522796-1,087-7200-1783-3-E
HÜSEYİN-Arıcan-1030523092-1,084-7202-1784-3-E
HİLMİ-Özkök -1030522974-1,083-7203-1785-3-E
KEMAL-Erkekli-1030522504-1,08-7209-1786-3-E
CEM-Kulaksızoğlu-1030522823-1,077-7215-1787-3-E
HATİCE-Ekici-1030522814-1,076-7217-1788-3-K
SEFANUR-Yalçın-1030523324-1,076-7218-1789-3-K
RECEP-Paksüt-1030523486-1,075-7221-1790-3-E
ONUR-Karadaş-1030523805-1,075-7222-1791-3-E
RESUL-Orbay-1030523558-1,074-7225-1792-3-E
TUĞÇE-Günday-1030524968-1,074-7226-1793-3-K
KALENDER-Keçeci-1030523772-1,073-7227-1794-3-E
CÜNEYT-Türkdoğan-1030523121-1,071-7235-1795-3-E
ALİME-Mayhoş-1030523940-1,069-7238-1796-3-K
MİHRİBAN-Ozansoy-1030522978-1,066-7245-1797-3-K
EMRE-Tekelioğlu-1030522746-1,064-7251-1798-3-E
TAHA-Koçoğlu-1030522884-1,063-7253-1799-3-E
YEŞİM-Çatalbaş-1030523936-1,062-7255-1800-3-K
FATİH-Özbey-1030523710-1,061-7258-1801-3-E
CANSU-Tokatlıoğlu-1030524244-1,058-7264-1802-3-K
ALMİLA-Arslanoğlu-1030524193-1,057-7266-1803-3-K
ENİSE-Tokatlıoğlu-1030522960-1,053-7276-1804-3-K
YILDIZ-Solmaz-1030522606-1,05-7286-1805-3-K
VEYSEL-Egeli-1030522612-1,05-7287-1806-3-E
BEGÜM-Sandalcı-1030523743-1,047-7294-1807-3-K
LATİFE-Avan-1030522927-1,046-7297-1808-3-K
HANDAN-Barbarosoğlu-1030524178-1,044-7301-1809-3-K
TEVFİK-Egeli-1030524341-1,04-7308-1810-3-E
MUSTAFA-Nebioğlu-1030522570-1,039-7311-1811-3-E
YONCA-Mayhoş-1030523361-1,039-7312-1812-3-K
FERİHA-Türkyılmaz-1030524960-1,039-7313-1813-3-K
DESTAN-Babacan-1030523686-1,036-7320-1814-3-K
FİRDEVS-Süleymanoğlu-1030524606-1,036-7321-1815-3-K
TUĞÇE-Elmastaşoğlu-1030522715-1,035-7324-1816-3-K
MEHTAP-Tuğlu-1030522944-1,033-7328-1817-3-K
METEHAN-Kurutluoğlu-1030524708-1,032-7331-1818-3-E
SEFANUR-Tekand-1030522581-1,03-7337-1819-3-K
GAMZE-Sadıklar-1030523684-1,027-7343-1820-3-K
SIRRI-Özbey-1030522878-1,025-7345-1821-3-E
SEVGİ-Kıraç -1030522844-1,024-7348-1822-3-K
İLYA-Hamzaoğlu-1030522568-1,019-7356-1823-3-K
İLAYDA-Tunçeri-1030522919-1,019-7357-1824-3-K
AYFER-Kaya -1030523382-1,019-7358-1825-3-K
FERİHA-Kasapoğlu-1030523700-1,019-7359-1826-3-K
EMİR-Akgül-1030524163-1,019-7360-1827-3-E
CEM-Öztonga-1030522536-1,018-7363-1828-3-E
DEFNE-Topaloğlu-1030523998-1,012-7373-1829-3-K
BERRE-Çörekçi-1030524048-1,011-7375-1830-3-K
GÖNÜL-Adal-1030523457-1,01-7377-1831-3-K
CANTEKİN-Ağaoğlu-1030524632-1,008-7381-1832-3-E
CANSU-Erçetin-1030524949-1,005-7389-1833-3-K
ERSİN-Kaya -1030523661-1,004-7394-1834-3-E
HİLMİ-Sezek-1030522841-1,003-7397-1835-3-E
İLYA-Sezek-1030523353-1,002-7401-1836-3-K
İBRAHİM-Kutlay-1030523514-1,002-7402-1837-3-E
SELİM-Menemencioğlu-1030523530-0,999-7405-1838-3-E
SÜMEYYE-Tokatlıoğlu-1030524976-0,999-7406-1839-3-K
CEM-Hamzaoğlu-1030522615-0,995-7416-1840-3-E
NESLİHAN-Uluhan-1030524987-0,995-7417-1841-3-K
ONUR-Tunaboylu-1030522887-0,993-7420-1842-3-E
ERSİN-Tokatlıoğlu-1030524105-0,991-7427-1843-3-E
İHSAN-Erdoğan-1030523310-0,99-7431-1844-3-E
ERSİN-Yeşilkaya-1030523560-0,99-7432-1845-3-E
HİKMET-Özberk-1030523735-0,99-7433-1846-3-E
SEVDE-Keçeci-1030523901-0,987-7441-1847-3-K
DİLAN-Ayaydın-1030524081-0,984-7446-1848-3-K
BAŞARAN-Polat-1030524625-0,98-7456-1849-3-E
RESUL-Türkdoğan-1030524767-0,979-7461-1850-3-E
DİLAVER-Toraman-1030522681-0,975-7469-1851-3-E
GÖZDE-Yılmazer-1030523610-0,972-7475-1852-3-K
HAYAT-Atan-1030524414-0,969-7482-1853-3-K
ALİME-Kavaklıoğlu-1030523986-0,968-7484-1854-3-K
BEKİR-Paksüt-1030524525-0,966-7488-1855-3-E
DOĞAN-Duygulu-1030523701-0,965-7492-1856-3-E
FİRDEVS-Kahveci-1030522912-0,962-7501-1857-3-K
LEYLA-Erez-1030524453-0,962-7502-1858-3-K
BAŞARAN-Ilıcalı-1030524425-0,96-7503-1859-3-E
NESLİHAN-Uca-1030523659-0,957-7509-1860-3-K
MUSTAFA-Akay-1030523100-0,955-7517-1861-3-E
ABDURRAHMAN-Hakyemez-1030524241-0,955-7518-1862-3-E
GÜRBÜZ-Özdoğan-1030523974-0,953-7522-1863-3-E
BERKAN-Karaer-1030524175-0,952-7523-1864-3-E
AÇELYA-Kasapoğlu-1030522892-0,949-7529-1865-3-K
BATUHAN-Akay-1030524120-0,948-7532-1866-3-E
FAZLI-Bakırcıoğlu-1030524873-0,948-7533-1867-3-E
DENİZ-Durak -1030523089-0,945-7541-1868-3-E
TAYFUR-Kasapoğlu-1030524545-0,945-7542-1869-3-E
ESEN-Akyüz-1030524715-0,944-7543-1870-3-K
GÖKHAN-Hakyemez-1030524368-0,943-7546-1871-3-E
CAFE-Kahveci-1030523462-0,94-7555-1872-3-E
İDİL-Tunaboylu-1030522833-0,939-7557-1873-3-K
SELİN-Dalkıran-1030523126-0,938-7561-1874-3-K
ESRA-Alyanak-1030523525-0,936-7566-1875-3-K
HATİCE-Demirbaş-1030523599-0,936-7567-1876-3-K
CEYLAN-Öztonga-1030524540-0,935-7568-1877-3-K
FATİH-Bakırcıoğlu-1030524020-0,934-7571-1878-3-E
FERDANE-Kahveci-1030524557-0,933-7575-1879-3-K
KAAN-Tokatlıoğlu-1030524691-0,933-7576-1880-3-E
PELİN-Tokgöz-1030523123-0,932-7580-1881-3-K
EMRAH-Çatalbaş-1030523417-0,93-7583-1882-3-E
EMRE-Gönültaş-1030522562-0,926-7591-1883-3-E
BURAK-Tekelioğlu-1030523559-0,926-7592-1884-3-E
ÇETİN-Yılmazer-1030524856-0,926-7593-1885-3-E
EMRULLAH-Tüzün-1030524882-0,926-7594-1886-3-E
SAMET-Özgörkey-1030524515-0,924-7600-1887-3-E
SENEM-Dizdar -1030523504-0,923-7604-1888-3-K
AKIN-Ozansoy-1030522743-0,922-7607-1889-3-E
HATİCE-Akışık-1030523335-0,921-7610-1890-3-K
CANSEL-Önür-1030523933-0,918-7613-1891-3-K
SAMİ-Sezek-1030524690-0,915-7623-1892-3-E
ÇETİN-Tuğluk-1030524906-0,912-7624-1893-3-E
MAHMUT-Ekici-1030524077-0,911-7626-1894-3-E
FATİH-Bakırcıoğlu-1030523528-0,909-7633-1895-3-E
BEKİR-Koç-1030524022-0,909-7634-1896-3-E
HABİBE-Ayaydın-1030524570-0,905-7643-1897-3-K
TEVFİK-Beşerler-1030524903-0,903-7647-1898-3-E
KAAN-Topaloğlu-1030523547-0,902-7649-1899-3-E
ERSİN-Alyanak-1030524796-0,899-7660-1900-3-E
İBRAHİM-Özkara-1030524036-0,898-7665-1901-3-E
BERAT-Okur-1030524486-0,894-7679-1902-3-E
RESUL-Bakırcıoğlu-1030524550-0,894-7680-1903-3-E
HAKAN-Özkara-1030524580-0,893-7683-1904-3-E
TAYFUR-Durak -1030524639-0,891-7687-1905-3-E
BERKAN-Tazegül-1030524467-0,886-7698-1906-3-E
MEMDUH-Durak -1030522619-0,879-7710-1907-3-E
FAZIL-Velioğlu-1030524157-0,877-7714-1908-3-E
VEHBİ-Alpuğan-1030522651-0,876-7718-1909-3-E
DOĞAN-Nalbantoğlu-1030523075-0,876-7719-1910-3-E
HANDAN-Kutlay-1030523489-0,872-7724-1911-3-K
FERDA-Solmaz-1030524392-0,872-7725-1912-3-K
FERİHA-Hakyemez-1030524394-0,872-7726-1913-3-K
BÜLENT-Ekici-1030524899-0,872-7727-1914-3-E
HANDAN-Beşerler-1030522913-0,868-7734-1915-3-K
TEVFİK-Doğan -1030523965-0,866-7736-1916-3-E
DERYA-Avan-1030524636-0,865-7739-1917-3-K
BURHAN-Durak -1030522528-0,86-7747-1918-3-E
MAHMURE-Nebioğlu-1030523176-0,856-7757-1919-3-K
CUMAALİ-Kavaklıoğlu-1030523904-0,855-7758-1920-3-E
ELÇİN-Topaloğlu-1030523803-0,853-7764-1921-3-K
GÖKHAN-Ilıcalı-1030522618-0,851-7771-1922-3-E
EMİNE-Hamzaoğlu-1030523068-0,851-7772-1923-3-K
AYÇA-Kaya -1030523026-0,85-7777-1924-3-K
SEZER-Kavaklıoğlu-1030524661-0,848-7781-1925-3-E
HAZAN-Türkdoğan-1030523801-0,847-7782-1926-3-K
HÜMEYRA-Ayverdi-1030524648-0,844-7784-1927-3-K
TEVFİK-Doğan -1030524665-0,843-7788-1928-3-E
DENİZ-Ozansoy-1030523416-0,842-7790-1929-3-K
TUNA-Çevik-1030523885-0,842-7791-1930-3-E
BÜLENT-Hakyemez-1030524399-0,84-7797-1931-3-E
RECEP-Körmükçü-1030524791-0,84-7798-1932-3-E
AYŞEGÜL-Düşenkalkar-1030523554-0,838-7801-1933-3-K
VOLKAN-Akay-1030523774-0,836-7807-1934-3-E
MEHMET-Erbay-1030524848-0,835-7811-1935-3-E
SİBEL-Avan-1030524471-0,833-7816-1936-3-K
EMRE-Gönültaş-1030524675-0,833-7817-1937-3-E
CEYLİN-Doğan -1030523909-0,831-7821-1938-3-K
KEREM-Topaloğlu-1030523183-0,829-7826-1939-3-E
DEMET-Duygulu-1030524497-0,827-7829-1940-3-K
CİVAN-Tokatlıoğlu-1030524388-0,826-7831-1941-3-E
DUYGU-Mayhoş-1030522616-0,823-7837-1942-3-K
KEREM-Bakırcıoğlu-1030522700-0,821-7843-1943-3-E
GÖNÜL-Erbay-1030523461-0,821-7844-1944-3-K
ORHAN-Yazıcı-1030523364-0,817-7861-1945-3-E
GÖKÇE-Düşenkalkar-1030523158-0,814-7867-1946-3-K
SİNEM-Öztuna-1030523704-0,81-7874-1947-3-K
BATUHAN-Öymen-1030524335-0,81-7875-1948-3-E
İBRAHİM-Egeli-1030524571-0,808-7880-1949-3-E
ESMA-Mayhoş-1030523236-0,804-7884-1950-3-K
GÖNÜL-Hakyemez-1030524630-0,804-7885-1951-3-K
SULTAN-Abadan-1030524594-0,803-7889-1952-3-K
CÜNEYT-Mertoğlu-1030522738-0,802-7890-1953-3-E
UMUT-Tekelioğlu-1030524777-0,801-7892-1954-3-E
HALUK-Tanrıkulu-1030523445-0,8-7894-1955-3-E
DİLAY-Erbay-1030523777-0,8-7895-1956-3-K
SİNEM-Sezek-1030524192-0,799-7897-1957-3-K
FATİH-Velioğlu-1030524977-0,797-7900-1958-3-E
YAHYA-Kahveci-1030523918-0,796-7905-1959-3-E
MİRAY-Sarıoğlu-1030524371-0,795-7907-1960-3-K
OKTAY-Erginsoy-1030522816-0,794-7912-1961-3-E
VEYSEL-Örge-1030523844-0,792-7918-1962-3-E
CUMA-Türkyılmaz-1030524274-0,792-7919-1963-3-E
İSMAİL-Adal-1030524032-0,791-7921-1964-3-E
FİRDEVS-Düşenkalkar-1030522575-0,787-7930-1965-3-K
NİHAL-Alyanak-1030523546-0,786-7933-1966-3-K
NEHİR-Kahveci-1030524578-0,786-7934-1967-3-K
SEMİH-Aybar-1030524788-0,783-7943-1968-3-E
GÖKHAN-Sarıoğlu-1030522539-0,779-7954-1969-3-E
DEMET-Ertepınar-1030522947-0,779-7955-1970-3-K
CENGİZ-Çetiner-1030524760-0,779-7956-1971-3-E
YILDIZ-Polat-1030524895-0,779-7957-1972-3-K
CANTEKİN-Ekici-1030524724-0,778-7960-1973-3-E
ADİLE-Ekşioğlu-1030523213-0,775-7968-1974-3-K
RABİA-Nalbantoğlu-1030524458-0,772-7975-1975-3-K
HALİL-Demirbaş-1030524843-0,772-7976-1976-3-E
KEMAL-Kılıççı-1030522593-0,769-7983-1977-3-E
TUNA-Özdoğan-1030524548-0,769-7984-1978-3-E
ATAKAN-Erdoğan-1030522599-0,767-7989-1979-3-E
ÇİLENAY-Bolatlı-1030522859-0,767-7990-1980-3-K
SELİM-Çapanoğlu-1030524128-0,766-7997-1981-3-E
ECEM-Baturalp-1030523350-0,764-8003-1982-3-K
TOPRAK-Yıldırım -1030523129-0,761-8008-1983-3-E
CEYLİN-Akgül-1030523678-0,761-8009-1984-3-K
ASLIM-Abadan-1030523950-0,757-8016-1985-3-K
CÜNEYT-Akgül-1030524809-0,755-8024-1986-3-E
EMRE-Tunaboylu-1030523072-0,754-8026-1987-3-E
İLAYDA-Numanoğlu-1030524182-0,754-8027-1988-3-K
NAZİK-Kocabıyık-1030523729-0,753-8030-1989-3-K
RUKİYE-Kaya -1030522894-0,752-8033-1990-3-K
CAN-Sarıoğlu-1030524002-0,742-8047-1991-3-E
SIRRI-Toraman-1030522550-0,738-8056-1992-3-E
BAŞAK-Akay-1030523971-0,738-8057-1993-3-K
CENGİZ-Arslanoğlu-1030524729-0,735-8065-1994-3-E
AÇELYA-Abadan-1030524932-0,735-8066-1995-3-K
HÜMEYRA-Türkdoğan-1030524113-0,731-8074-1996-3-K
ESMA-Özgörkey-1030524288-0,728-8077-1997-3-K
LEYLA-Keçeci-1030524344-0,727-8079-1998-3-K
AYLİN-Tunçeri-1030523861-0,718-8095-1999-3-K
YÜSRA-Oraloğlu-1030524422-0,718-8096-2000-3-K
AÇELYA-Mertoğlu-1030523223-0,716-8100-2001-3-K
YILDIZ-Günday-1030523000-0,715-8105-2002-3-K
ENES-Aydan-1030522941-0,714-8107-2003-3-E
DERYA-Tekand-1030523570-0,71-8116-2004-3-K
FİKRET-Akyüz-1030523526-0,707-8126-2005-3-E
HİKMET-Kıraç -1030522975-0,697-8144-2006-3-E
DOĞAN-Tokatlıoğlu-1030522553-0,696-8147-2007-3-E
FATMA-Özdoğan-1030524819-0,696-8148-2008-3-K
SEFANUR-Özkök -1030522640-0,694-8152-2009-3-K
BATUHAN-Yalçın-1030524300-0,693-8154-2010-3-E
KADİR-Avan-1030524797-0,693-8155-2011-3-E
DOĞUKAN-Özgörkey-1030523773-0,692-8158-2012-3-E
DEFNE-Aykaç-1030524361-0,691-8163-2013-3-K
EYŞAN-Atan-1030523603-0,686-8175-2014-3-K
EMİR-Çatalbaş-1030523612-0,686-8176-2015-3-E
BUĞRA-Yıldızoğlu-1030524614-0,686-8177-2016-3-E
GÜLDİDE-Ekşioğlu-1030523613-0,683-8187-2017-3-K
DİLEK-Yıldırım -1030523943-0,683-8188-2018-3-K
EBRU-Erçetin-1030524752-0,682-8192-2019-3-K
KEMAL-Bademci-1030522587-0,681-8198-2020-3-E
NESLİHAN-Topaloğlu-1030523191-0,681-8199-2021-3-K
HAZİM-Akbulut-1030524188-0,681-8200-2022-3-E
SEFA-Çetiner-1030524889-0,68-8204-2023-3-E
ONUR-Özberk-1030522851-0,679-8205-2024-3-E
MURAT-Özbey-1030523924-0,679-8206-2025-3-E
İZZET-Yalçın-1030523087-0,672-8212-2026-3-E
DAMLA-Hakyemez-1030523585-0,672-8213-2027-3-K
DERVİŞ-Körmükçü-1030524637-0,672-8214-2028-3-E
SEMA-Ekşioğlu-1030524818-0,672-8215-2029-3-K
LATİFE-Oraloğlu-1030524018-0,671-8217-2030-3-K
DOĞUKAN-Doğan -1030524290-0,67-8219-2031-3-E
İSMAİL-Dizdar -1030522745-0,665-8227-2032-3-E
MEHTAP-Yıldızoğlu-1030522600-0,663-8230-2033-3-K
TUĞRAN-Beşerler-1030523283-0,661-8236-2034-3-E
SELÇUK-Barbarosoğlu-1030523982-0,661-8237-2035-3-E
İBRAHİM-Baturalp-1030523912-0,66-8240-2036-3-E
FULYA-Erkekli-1030522635-0,659-8241-2037-3-K
BEGÜM-Gümüşpala-1030523067-0,655-8251-2038-3-K
ENES-Topaloğlu-1030524499-0,653-8255-2039-3-E
RABİA-Türkyılmaz-1030523766-0,651-8259-2040-3-K
EYŞAN-Özgörkey-1030524802-0,65-8261-2041-3-K
MEHMET-Akışık-1030522569-0,648-8265-2042-3-E
TOPRAK-Karaböcek-1030523759-0,644-8272-2043-3-E
HİLMİ-Ekici-1030524850-0,644-8273-2044-3-E
EMRAH-Tanrıkulu-1030522663-0,639-8286-2045-3-E
NESLİHAN-Öztuna-1030523853-0,637-8291-2046-3-K
HAZAN-Hamzaoğlu-1030523964-0,634-8299-2047-3-K
NESLİHAN-Ekici-1030524259-0,631-8311-2048-3-K
TUĞBA-Berberoğlu-1030524160-0,629-8318-2049-3-K
BUĞRA-Orbay-1030523563-0,626-8322-2050-3-E
MECNUN-Türkyılmaz-1030524366-0,624-8325-2051-3-E
SEYİT-Ekşioğlu-1030524736-0,624-8326-2052-3-E
UTKU-Atakol-1030524930-0,623-8328-2053-3-E
SELİM-Numanoğlu-1030522542-0,62-8339-2054-3-E
ALİME-Mayhoş-1030524362-0,619-8341-2055-3-K
CANSU-Kaya -1030523163-0,618-8347-2056-3-K
TALHA-Doğan -1030522534-0,617-8349-2057-3-E
ALP-Orbay-1030524156-0,617-8350-2058-3-E
UTKU-Orbay-1030524933-0,616-8353-2059-3-E
MERT-Ilıcalı-1030522561-0,615-8355-2060-3-E
BAŞAK-Özbey-1030524761-0,612-8363-2061-3-K
NERGİS-Baturalp-1030524817-0,611-8365-2062-3-K
SELÇUK-Sözeri-1030524493-0,608-8374-2063-3-E
AYFER-Hamzaoğlu-1030522634-0,606-8377-2064-3-K
SULTAN-Sepetçi-1030523387-0,606-8378-2065-3-K
MERVE-Tokatlıoğlu-1030523873-0,604-8381-2066-3-K
CUMAALİ-Biçer-1030524190-0,604-8382-2067-3-E
MÜCAHİD-Tuğluk-1030523014-0,603-8385-2068-3-E
HÜSEYİN-Özbey-1030524185-0,603-8386-2069-3-E
DERYA-Saygıner-1030523506-0,602-8392-2070-3-K
SEZER-Akışık-1030524914-0,602-8393-2071-3-E
İLKNUR-Kurutluoğlu-1030524714-0,599-8400-2072-3-K
TAHSİN-Hakyemez-1030524881-0,597-8403-2073-3-E
ŞULE-Çamdalı-1030523851-0,594-8411-2074-3-K
ECEM-Sözeri-1030524590-0,593-8413-2075-3-K
SAİD-Uluhan-1030524440-0,59-8421-2076-3-E
CAFE-Hamzaoğlu-1030522869-0,588-8425-2077-3-E
TAHA-Egeli-1030523103-0,587-8428-2078-3-E
SULTAN-Pektemek-1030524980-0,587-8429-2079-3-K
EMİNE-Kılıççı-1030522555-0,586-8435-2080-3-K
DİLAY-Sinanoğlu-1030523053-0,585-8438-2081-3-K
ERDEM-Polat-1030523600-0,584-8439-2082-3-E
ERDEM-Kaya -1030523565-0,581-8445-2083-3-E
GONCA-Başoğlu-1030523219-0,574-8458-2084-3-K
TUĞÇE-Özbey-1030523650-0,574-8459-2085-3-K
TAHSİN-Baturalp-1030523937-0,574-8460-2086-3-E
SELİM-Topaloğlu-1030522830-0,573-8461-2087-3-E
FAHRİ-Süleymanoğlu-1030524305-0,573-8462-2088-3-E
MÜCAHİD-Sözeri-1030523110-0,572-8466-2089-3-E
İLKNUR-Karaböcek-1030524057-0,572-8467-2090-3-K
SÜHEYLA-Adal-1030524357-0,571-8471-2091-3-K
UĞUR-Öztonga-1030523863-0,57-8474-2092-3-E
GÜLÇİN-Özkara-1030522886-0,566-8481-2093-3-K
SEFA-Doğan -1030524312-0,564-8485-2094-3-E
VEYSEL-Kunt-1030523326-0,563-8488-2095-3-E
ALP-Türkdoğan-1030522709-0,561-8494-2096-3-E
FİDAN-Sezek-1030524756-0,561-8495-2097-3-K
GAMZE-Polat-1030522970-0,558-8504-2098-3-K
EFEKAN-Adal-1030522608-0,553-8515-2099-3-E
KADİR-Öztonga-1030523404-0,551-8524-2100-3-E
SIRRI-Türkdoğan-1030524920-0,551-8525-2101-3-E
SEMA-Erginsoy-1030523136-0,55-8528-2102-3-K
BUSE-Abadan-1030522712-0,549-8532-2103-3-K
DOĞUKAN-Pektemek-1030522962-0,547-8535-2104-3-E
BERFİN-Dalkıran-1030523913-0,545-8541-2105-3-K
DEMET-Günday-1030522945-0,544-8542-2106-3-K
ALMİLA-Aşıkoğlu-1030523808-0,543-8546-2107-3-K
AYŞE-Duygulu-1030524944-0,543-8547-2108-3-K
ŞULE-Kaplangı-1030522724-0,54-8553-2109-3-K
NAZ-Oraloğlu-1030523338-0,54-8554-2110-3-K
HAYAT-Hamzaoğlu-1030524013-0,54-8555-2111-3-K
METEHAN-Denkel-1030524757-0,536-8561-2112-3-E
GİZEM-Arıcan-1030523509-0,534-8569-2113-3-K
ÇAĞRI-Menemencioğlu-1030523505-0,532-8576-2114-3-E
ELİF-Tunaboylu-1030524331-0,531-8578-2115-3-K
MUSTAFA-Ozansoy-1030524095-0,529-8581-2116-3-E
DİLEK-Kılıççı-1030524676-0,529-8582-2117-3-K
CEREN-Özbir-1030524148-0,528-8585-2118-3-K
MÜGE-Erberk-1030522579-0,527-8586-2119-3-K
AKIN-Tokgöz-1030524474-0,526-8588-2120-3-E
SERGEN-Türkyılmaz-1030523665-0,523-8591-2121-3-E
KEREM-Çamdalı-1030523749-0,523-8592-2122-3-E
ÇAĞRI-Kahveci-1030522905-0,521-8598-2123-3-E
GAYE-Avan-1030524982-0,52-8600-2124-3-K
DİLAVER-Özkök -1030523348-0,519-8603-2125-3-E
TALHA-Özbey-1030523655-0,519-8604-2126-3-E
MÜGE-Akyüz-1030524758-0,517-8612-2127-3-K
CUMAALİ-Ayverdi-1030522980-0,516-8616-2128-3-E
TAHSİN-Akışık-1030523376-0,516-8617-2129-3-E
GÜNER-Kurutluoğlu-1030522507-0,515-8620-2130-3-K
LEYLA-Kılıççı-1030522747-0,513-8624-2131-3-K
EMRE-Tunçeri-1030524983-0,507-8640-2132-3-E
ÖMER-Alpuğan-1030522626-0,504-8647-2133-3-E
SİBEL-Topçuoğlu-1030522718-0,504-8648-2134-3-K
HANDAN-Erkekli-1030524099-0,504-8649-2135-3-K
NECLA-Aclan-1030522735-0,502-8651-2136-3-K
GÜLDESTE-Sepetçi-1030524698-0,502-8652-2137-3-K
GÖKÇEN-Mayhoş-1030524127-0,501-8655-2138-3-K
ÇAĞRI-Özberk-1030522659-0,5-8659-2139-3-E
FAHRİ-Koçyiğit-1030523626-0,5-8660-2140-3-E
NURAN-Kavaklıoğlu-1030522770-0,499-8665-2141-3-K
SELİM-Ağaoğlu-1030524098-0,499-8666-2142-3-E
VEYSEL-Akbulut-1030524928-0,499-8667-2143-3-E
ALP-Tuğluk-1030523293-0,496-8675-2144-3-E
SÜHEYLA-Tokatlıoğlu-1030523590-0,496-8676-2145-3-K
AKIN-Mayhoş-1030523869-0,495-8679-2146-3-E
RABİA-Dizdar -1030523494-0,494-8682-2147-3-K
YUNUS-Öztuna-1030524090-0,493-8686-2148-3-E
PINAR-Erginsoy-1030524946-0,49-8690-2149-3-K
HAZAN-Sepetçi-1030523958-0,489-8693-2150-3-K
EYÜP-Polat-1030523845-0,488-8694-2151-3-E
BİLGE-Kılıççı-1030524376-0,488-8695-2152-3-K
SEVDE-Ilıcalı-1030524585-0,485-8702-2153-3-K
ÇAĞRI-Polat-1030523836-0,484-8703-2154-3-E
BAŞARAN-Limoncuoğlu-1030524782-0,481-8707-2155-3-E
SEZER-Baykam-1030524735-0,479-8712-2156-3-E
FERHAN-Kaya -1030523156-0,477-8714-2157-3-K
HALUK-Yıldırım -1030523910-0,476-8719-2158-3-E
EMRULLAH-Yeşilkaya-1030524407-0,474-8724-2159-3-E
DERYA-Hamzaoğlu-1030524243-0,473-8727-2160-3-K
İLKNUR-Türkdoğan-1030523821-0,472-8728-2161-3-K
SENEM-Tüzün-1030523573-0,47-8733-2162-3-K
EMİNE-Babacan-1030523292-0,469-8737-2163-3-K
HAMZA-Egeli-1030523868-0,469-8738-2164-3-E
HAYAL-Gönültaş-1030523654-0,467-8740-2165-3-K
İBRAHİM-Erkekli-1030524583-0,465-8748-2166-3-E
MELEK-Başoğlu-1030523084-0,464-8755-2167-3-K
EFE-Gümüşpala-1030523987-0,463-8759-2168-3-E
SEYYİD-Barbarosoğlu-1030524518-0,462-8761-2169-3-E
SELİM-Orbay-1030522910-0,461-8764-2170-3-E
CANAN-Babacan-1030523304-0,461-8765-2171-3-K
HİLMİ-Toraman-1030524870-0,459-8771-2172-3-E
MEHTAP-Karaer-1030522839-0,458-8776-2173-3-K
ENES-Topçuoğlu-1030524412-0,458-8777-2174-3-E
AHSEN-Alpuğan-1030524605-0,456-8783-2175-3-K
BEKİR-Düşenkalkar-1030523339-0,453-8788-2176-3-E
SEYİT-Türkdoğan-1030523671-0,45-8797-2177-3-E
DEMET-Erbay-1030523733-0,446-8803-2178-3-K
ENES-Özbey-1030524204-0,444-8808-2179-3-E
SAMİ-Uluhan-1030522742-0,442-8812-2180-3-E
TOPRAK-Önür-1030524405-0,442-8813-2181-3-E
HAZİM-Kavaklıoğlu-1030523816-0,439-8823-2182-3-E
CANAN-Yalçın-1030522794-0,437-8829-2183-3-K
HİLMİ-Ertürk-1030523839-0,435-8834-2184-3-E
BATUHAN-Koyuncu-1030524559-0,435-8835-2185-3-E
SAMET-Abadan-1030523724-0,434-8837-2186-3-E
MERT-Balaban-1030523785-0,433-8840-2187-3-E
TEVFİK-Kurutluoğlu-1030523016-0,429-8848-2188-3-E
BURAK-Arslanoğlu-1030524298-0,427-8851-2189-3-E
KADRİYE-Avan-1030523184-0,426-8852-2190-3-K
HİKMET-Topaloğlu-1030524813-0,426-8853-2191-3-E
BURHAN-Kulaksızoğlu-1030523627-0,424-8859-2192-3-E
ÇAĞRI-Demirbaş-1030524253-0,422-8864-2193-3-E
TAHA-Günday-1030523842-0,42-8866-2194-3-E
ASLIHAN-Tekand-1030524816-0,419-8870-2195-3-K
FİDAN-Çağıran-1030524413-0,418-8872-2196-3-K
SİBEL-Erbulak-1030522730-0,416-8876-2197-3-K
ÖZGÜR-Ertepınar-1030523081-0,415-8878-2198-3-E
ALP-Ekici-1030523672-0,414-8882-2199-3-E
SİNAN-Özdoğan-1030523988-0,413-8883-2200-3-E
SEVGİ-Pekkan-1030524382-0,413-8884-2201-3-K
ÖZKAN-Gümüşpala-1030524409-0,411-8888-2202-3-E
AYSU-Kahveci-1030524905-0,411-8889-2203-3-K
KADİR-Özbey-1030523217-0,409-8896-2204-3-E
MERVE-Avan-1030524420-0,408-8899-2205-3-K
FURKAN-Dalkıran-1030523804-0,404-8908-2206-3-E
ÇİLAY-Egeli-1030522972-0,403-8911-2207-3-K
DİLBERAYELA-Avan-1030524921-0,397-8919-2208-3-K
ENES-Menemencioğlu-1030523996-0,396-8922-2209-3-E
LATİFE-Ayverdi-1030523200-0,393-8930-2210-3-K
